Model,Rank,Average,harness|hendrycksTest-abstract_algebra|5,harness|hendrycksTest-anatomy|5,harness|hendrycksTest-astronomy|5,harness|hendrycksTest-business_ethics|5,harness|hendrycksTest-clinical_knowledge|5,harness|hendrycksTest-college_biology|5,harness|hendrycksTest-college_chemistry|5,harness|hendrycksTest-college_computer_science|5,harness|hendrycksTest-college_mathematics|5,harness|hendrycksTest-college_medicine|5,harness|hendrycksTest-college_physics|5,harness|hendrycksTest-computer_security|5,harness|hendrycksTest-conceptual_physics|5,harness|hendrycksTest-econometrics|5,harness|hendrycksTest-electrical_engineering|5,harness|hendrycksTest-elementary_mathematics|5,harness|hendrycksTest-formal_logic|5,harness|hendrycksTest-global_facts|5,harness|hendrycksTest-high_school_biology|5,harness|hendrycksTest-high_school_chemistry|5,harness|hendrycksTest-high_school_computer_science|5,harness|hendrycksTest-high_school_european_history|5,harness|hendrycksTest-high_school_geography|5,harness|hendrycksTest-high_school_government_and_politics|5,harness|hendrycksTest-high_school_macroeconomics|5,harness|hendrycksTest-high_school_mathematics|5,harness|hendrycksTest-high_school_microeconomics|5,harness|hendrycksTest-high_school_physics|5,harness|hendrycksTest-high_school_psychology|5,harness|hendrycksTest-high_school_statistics|5,harness|hendrycksTest-high_school_us_history|5,harness|hendrycksTest-high_school_world_history|5,harness|hendrycksTest-human_aging|5,harness|hendrycksTest-human_sexuality|5,harness|hendrycksTest-international_law|5,harness|hendrycksTest-jurisprudence|5,harness|hendrycksTest-logical_fallacies|5,harness|hendrycksTest-machine_learning|5,harness|hendrycksTest-management|5,harness|hendrycksTest-marketing|5,harness|hendrycksTest-medical_genetics|5,harness|hendrycksTest-miscellaneous|5,harness|hendrycksTest-moral_disputes|5,harness|hendrycksTest-moral_scenarios|5,harness|hendrycksTest-nutrition|5,harness|hendrycksTest-philosophy|5,harness|hendrycksTest-prehistory|5,harness|hendrycksTest-professional_accounting|5,harness|hendrycksTest-professional_law|5,harness|hendrycksTest-professional_medicine|5,harness|hendrycksTest-professional_psychology|5,harness|hendrycksTest-public_relations|5,harness|hendrycksTest-security_studies|5,harness|hendrycksTest-sociology|5,harness|hendrycksTest-us_foreign_policy|5,harness|hendrycksTest-virology|5,harness|hendrycksTest-world_religions|5
details_kyujinpy__PlatYi-34B-200k-Q-FastChat,11.0,77.13152358797622,44.0,71.85185185185186,87.5,79.0,81.13207547169812,89.58333333333334,52.0,64.0,50.0,74.56647398843931,56.86274509803921,80.0,78.29787234042553,64.03508771929825,75.17241379310344,73.80952380952381,53.17460317460318,64.0,89.6774193548387,66.50246305418719,83.0,86.06060606060606,94.44444444444444,96.37305699481864,81.53846153846153,43.7037037037037,86.1344537815126,51.65562913907284,93.02752293577981,67.5925925925926,92.64705882352942,89.87341772151899,80.26905829596413,86.25954198473282,87.60330578512396,87.03703703703704,85.2760736196319,64.28571428571429,89.32038834951457,94.01709401709401,87.0,91.44316730523629,81.5028901734104,72.62569832402235,86.27450980392157,84.2443729903537,87.34567901234568,62.056737588652474,61.73402868318123,81.25,82.02614379084967,76.36363636363637,82.85714285714286,88.55721393034825,91.0,56.62650602409639,88.30409356725146
details_moreh__MoMo-70B-LoRA-V1.4,12.0,77.12466146850139,41.0,71.85185185185186,88.1578947368421,80.0,84.15094339622642,92.36111111111111,53.0,63.0,54.0,77.45664739884393,55.88235294117647,81.0,77.4468085106383,62.28070175438597,81.37931034482759,65.34391534391534,55.55555555555556,51.0,88.38709677419355,64.5320197044335,82.0,87.27272727272727,92.92929292929291,97.92746113989638,81.7948717948718,47.03703703703704,84.87394957983193,54.966887417218544,91.74311926605505,70.83333333333334,92.64705882352942,91.13924050632912,81.16591928251121,88.54961832061069,88.42975206611571,84.25925925925925,83.43558282208589,61.60714285714286,89.32038834951457,94.01709401709401,85.0,91.95402298850576,84.10404624277457,68.71508379888269,84.640522875817,83.27974276527331,87.65432098765432,63.829787234042556,60.95176010430248,83.82352941176471,81.20915032679738,74.54545454545455,82.85714285714286,90.04975124378109,93.0,59.036144578313255,87.71929824561403
details_NousResearch__Nous-Hermes-2-Yi-34B,13.0,76.6990881359782,49.0,71.85185185185186,89.47368421052632,78.0,80.0,90.27777777777779,51.0,65.0,49.0,69.94219653179191,52.94117647058824,83.0,79.14893617021276,57.01754385964912,77.24137931034483,69.04761904761905,57.936507936507944,51.0,89.6774193548387,62.06896551724138,84.0,87.87878787878788,89.8989898989899,97.92746113989638,82.82051282051283,41.48148148148148,85.29411764705883,50.331125827814574,92.11009174311928,66.20370370370371,91.17647058823528,90.71729957805908,79.37219730941703,89.31297709923665,90.90909090909092,89.81481481481481,87.11656441717791,60.71428571428571,92.23300970873788,91.88034188034187,86.0,91.06002554278416,83.52601156069365,71.06145251396649,84.31372549019608,81.35048231511254,88.88888888888889,64.8936170212766,61.66883963494133,83.08823529411765,82.35294117647058,71.81818181818181,84.08163265306122,87.56218905472637,92.0,57.22891566265061,87.13450292397661
details_SUSTech__SUS-Chat-72B,14.0,76.69790566971729,42.0,72.5925925925926,86.8421052631579,80.0,83.01886792452831,89.58333333333334,54.0,61.0,44.0,75.14450867052022,55.88235294117647,82.0,78.72340425531915,60.526315789473685,80.0,67.1957671957672,55.55555555555556,49.0,88.70967741935483,67.98029556650246,84.0,85.45454545454545,92.92929292929291,97.92746113989638,82.05128205128204,45.185185185185176,85.29411764705883,56.29139072847682,92.47706422018348,64.81481481481481,91.66666666666666,90.29535864978904,81.16591928251121,88.54961832061069,88.42975206611571,87.96296296296296,85.2760736196319,63.39285714285714,85.43689320388349,94.44444444444444,83.0,92.33716475095785,83.23699421965318,60.22346368715083,86.27450980392157,82.63665594855306,87.03703703703704,65.24822695035462,61.21251629726206,83.45588235294117,81.20915032679738,79.0909090909091,81.22448979591836,90.04975124378109,95.0,56.024096385542165,87.71929824561403
details_AA051611__whattest,15.0,76.59297784846893,44.0,70.37037037037037,89.47368421052632,81.0,84.15094339622642,90.27777777777779,50.0,57.99999999999999,47.0,74.56647398843931,57.84313725490197,81.0,78.29787234042553,57.01754385964912,75.86206896551724,68.51851851851852,59.523809523809526,57.99999999999999,90.0,63.05418719211823,76.0,86.06060606060606,91.91919191919192,97.40932642487049,79.74358974358975,41.11111111111111,84.87394957983193,49.00662251655629,92.47706422018348,64.35185185185185,93.1372549019608,91.9831223628692,81.16591928251121,90.0763358778626,90.08264462809916,89.81481481481481,86.50306748466258,56.25,91.2621359223301,91.88034188034187,87.0,90.03831417624522,80.92485549132948,72.51396648044692,83.66013071895425,81.9935691318328,88.88888888888889,62.76595744680851,61.408083441981745,87.86764705882352,81.5359477124183,71.81818181818181,84.08163265306122,89.55223880597015,92.0,56.62650602409639,90.05847953216374
details_kyujinpy__PlatYi-34B-Llama-Q-v2,16.0,76.59210157496729,46.0,72.5925925925926,88.1578947368421,78.0,80.0,88.88888888888889,53.0,65.0,42.0,75.14450867052022,51.9607843137255,80.0,76.17021276595744,57.01754385964912,80.0,68.25396825396825,57.936507936507944,51.0,89.35483870967742,65.02463054187191,82.0,85.45454545454545,90.4040404040404,96.89119170984456,81.28205128205128,42.59259259259259,84.45378151260505,58.27814569536424,91.37614678899084,66.20370370370371,92.64705882352942,91.56118143459916,80.26905829596413,87.02290076335878,90.08264462809916,87.96296296296296,88.34355828220859,58.92857142857143,92.23300970873788,91.88034188034187,87.0,90.54916985951468,83.52601156069365,73.5195530726257,85.94771241830065,82.63665594855306,86.72839506172839,66.66666666666666,60.039113428943935,81.25,81.20915032679738,70.9090909090909,84.89795918367346,89.55223880597015,91.0,57.22891566265061,87.71929824561403
details_jondurbin__bagel-dpo-34b-v0.2,17.0,76.58207957503224,46.0,74.07407407407408,87.5,78.0,80.75471698113208,90.27777777777779,52.0,63.0,39.0,75.14450867052022,55.88235294117647,80.0,77.4468085106383,58.77192982456141,73.10344827586206,71.42857142857143,61.904761904761905,59.0,90.32258064516128,63.54679802955665,80.0,86.66666666666667,92.42424242424242,97.40932642487049,81.7948717948718,46.666666666666664,82.35294117647058,50.993377483443716,91.74311926605505,67.5925925925926,91.17647058823528,90.71729957805908,79.37219730941703,87.02290076335878,89.25619834710744,89.81481481481481,86.50306748466258,51.78571428571429,87.37864077669903,94.44444444444444,89.0,90.54916985951468,81.79190751445087,80.67039106145252,84.640522875817,80.38585209003215,86.72839506172839,62.76595744680851,57.887874837027375,83.08823529411765,81.5359477124183,72.72727272727273,83.6734693877551,89.55223880597015,90.0,58.43373493975904,89.47368421052632
details_jondurbin__bagel-dpo-34b-v0.2,18.0,76.57943121624653,46.0,74.07407407407408,87.5,78.0,80.37735849056604,90.27777777777779,51.0,64.0,42.0,76.30057803468208,56.86274509803921,80.0,77.87234042553192,57.89473684210527,73.79310344827587,71.95767195767195,61.904761904761905,56.00000000000001,90.0,63.05418719211823,80.0,86.06060606060606,91.91919191919192,97.40932642487049,81.53846153846153,46.666666666666664,82.35294117647058,49.668874172185426,91.74311926605505,66.66666666666666,91.66666666666666,91.13924050632912,79.37219730941703,87.02290076335878,89.25619834710744,89.81481481481481,86.50306748466258,52.67857142857143,87.37864077669903,94.44444444444444,89.0,90.29374201787996,81.5028901734104,80.22346368715084,84.31372549019608,80.70739549839229,86.72839506172839,63.47517730496454,57.5619295958279,82.35294117647058,81.5359477124183,73.63636363636363,84.08163265306122,89.55223880597015,90.0,57.831325301204814,90.05847953216374
details_jondurbin__bagel-34b-v0.2,19.0,76.45144176882587,46.0,74.07407407407408,86.8421052631579,76.0,80.0,89.58333333333334,50.0,62.0,43.0,75.14450867052022,55.88235294117647,81.0,79.14893617021276,56.14035087719298,76.55172413793103,70.37037037037037,60.317460317460316,60.0,89.03225806451613,64.5320197044335,80.0,86.06060606060606,92.42424242424242,96.37305699481864,81.7948717948718,43.33333333333333,84.03361344537815,49.00662251655629,91.55963302752293,66.20370370370371,91.66666666666666,90.71729957805908,80.71748878923766,87.78625954198473,88.42975206611571,88.88888888888889,85.88957055214725,58.03571428571429,89.32038834951457,94.01709401709401,88.0,90.67688378033203,82.65895953757226,80.0,83.98692810457517,80.38585209003215,85.80246913580247,62.76595744680851,58.47457627118644,80.51470588235294,81.04575163398692,70.9090909090909,83.26530612244898,91.04477611940298,89.0,58.43373493975904,88.88888888888889
details_jondurbin__nontoxic-bagel-34b-v0.2,20.0,76.41209545027164,45.0,74.07407407407408,86.18421052631578,77.0,81.13207547169812,88.19444444444444,50.0,66.0,44.0,75.72254335260115,54.90196078431373,81.0,77.02127659574468,60.526315789473685,72.41379310344827,71.42857142857143,60.317460317460316,56.00000000000001,90.96774193548389,63.05418719211823,81.0,86.66666666666667,91.91919191919192,96.37305699481864,81.02564102564102,45.55555555555555,83.19327731092437,49.668874172185426,91.37614678899084,66.20370370370371,91.66666666666666,90.71729957805908,79.82062780269058,87.78625954198473,89.25619834710744,91.66666666666666,87.11656441717791,51.78571428571429,87.37864077669903,94.44444444444444,90.0,89.91060025542784,81.21387283236994,78.99441340782123,85.62091503267973,81.9935691318328,86.11111111111111,62.76595744680851,57.6271186440678,81.25,80.71895424836602,73.63636363636363,81.22448979591836,88.55721393034825,89.0,57.831325301204814,89.47368421052632
details_SUSTech__SUS-Chat-34B,21.5,76.40747504720902,43.0,72.5925925925926,88.81578947368422,78.0,80.0,91.66666666666666,53.0,66.0,47.0,72.83236994219652,52.94117647058824,81.0,78.72340425531915,56.14035087719298,75.17241379310344,71.16402116402116,60.317460317460316,54.0,89.35483870967742,63.54679802955665,82.0,86.66666666666667,91.91919191919192,96.89119170984456,81.02564102564102,43.33333333333333,87.39495798319328,49.668874172185426,92.47706422018348,65.74074074074075,93.1372549019608,91.56118143459916,78.9237668161435,84.7328244274809,87.60330578512396,88.88888888888889,88.95705521472392,57.14285714285714,90.29126213592232,92.73504273504274,85.0,90.54916985951468,82.08092485549133,68.26815642458101,84.31372549019608,81.67202572347267,86.11111111111111,64.18439716312056,61.603650586701434,82.35294117647058,81.69934640522875,70.9090909090909,83.26530612244898,89.55223880597015,90.0,57.831325301204814,89.47368421052632
details_SUSTech__SUS-Chat-34B,21.5,76.40747504720902,43.0,72.5925925925926,88.81578947368422,78.0,80.0,91.66666666666666,53.0,66.0,47.0,72.83236994219652,52.94117647058824,81.0,78.72340425531915,56.14035087719298,75.17241379310344,71.16402116402116,60.317460317460316,54.0,89.35483870967742,63.54679802955665,82.0,86.66666666666667,91.91919191919192,96.89119170984456,81.02564102564102,43.33333333333333,87.39495798319328,49.668874172185426,92.47706422018348,65.74074074074075,93.1372549019608,91.56118143459916,78.9237668161435,84.7328244274809,87.60330578512396,88.88888888888889,88.95705521472392,57.14285714285714,90.29126213592232,92.73504273504274,85.0,90.54916985951468,82.08092485549133,68.26815642458101,84.31372549019608,81.67202572347267,86.11111111111111,64.18439716312056,61.603650586701434,82.35294117647058,81.69934640522875,70.9090909090909,83.26530612244898,89.55223880597015,90.0,57.831325301204814,89.47368421052632
details_01-ai__Yi-34B,23.5,76.35156727391681,45.0,74.81481481481481,90.13157894736842,79.0,79.24528301886792,88.19444444444444,49.0,65.0,48.0,71.09826589595376,50.0,82.0,77.02127659574468,55.26315789473685,80.0,65.60846560846561,56.34920634920635,52.0,88.06451612903226,64.5320197044335,82.0,86.66666666666667,89.39393939393939,97.92746113989638,80.0,44.44444444444444,85.71428571428571,51.65562913907284,91.55963302752293,63.888888888888886,91.66666666666666,91.9831223628692,79.37219730941703,86.25954198473282,90.90909090909092,88.88888888888889,88.34355828220859,59.82142857142857,91.2621359223301,93.16239316239316,87.0,90.54916985951468,82.94797687861272,64.46927374301677,86.27450980392157,83.92282958199357,88.27160493827161,67.02127659574468,60.495436766623214,81.25,81.86274509803921,73.63636363636363,84.48979591836735,89.05472636815921,90.0,57.831325301204814,87.71929824561403
details_01-ai__Yi-34B,23.5,76.35156727391681,45.0,74.81481481481481,90.13157894736842,79.0,79.24528301886792,88.19444444444444,49.0,65.0,48.0,71.09826589595376,50.0,82.0,77.02127659574468,55.26315789473685,80.0,65.60846560846561,56.34920634920635,52.0,88.06451612903226,64.5320197044335,82.0,86.66666666666667,89.39393939393939,97.92746113989638,80.0,44.44444444444444,85.71428571428571,51.65562913907284,91.55963302752293,63.888888888888886,91.66666666666666,91.9831223628692,79.37219730941703,86.25954198473282,90.90909090909092,88.88888888888889,88.34355828220859,59.82142857142857,91.2621359223301,93.16239316239316,87.0,90.54916985951468,82.94797687861272,64.46927374301677,86.27450980392157,83.92282958199357,88.27160493827161,67.02127659574468,60.495436766623214,81.25,81.86274509803921,73.63636363636363,84.48979591836735,89.05472636815921,90.0,57.831325301204814,87.71929824561403
details_01-ai__Yi-34B-200K,25.0,76.05807276562085,42.0,71.85185185185186,86.18421052631578,80.0,82.26415094339623,87.5,51.0,63.0,53.0,73.41040462427746,49.019607843137244,84.0,76.59574468085107,59.64912280701754,77.24137931034483,63.227513227513235,57.936507936507944,56.99999999999999,89.35483870967742,67.48768472906403,76.0,84.84848484848484,91.91919191919192,97.92746113989638,80.51282051282051,40.74074074074074,81.9327731092437,50.993377483443716,92.11009174311928,64.81481481481481,91.66666666666666,91.13924050632912,80.71748878923766,86.25954198473282,90.90909090909092,89.81481481481481,88.34355828220859,55.35714285714286,86.40776699029125,93.16239316239316,87.0,90.42145593869732,80.92485549132948,65.58659217877096,86.9281045751634,84.2443729903537,86.72839506172839,60.99290780141844,59.90873533246415,81.98529411764706,81.86274509803921,71.81818181818181,81.63265306122449,91.04477611940298,92.0,56.62650602409639,88.30409356725146
details_mncai__yi-34B-v3,26.0,75.80228118087484,37.0,69.62962962962963,88.1578947368421,79.0,81.88679245283019,90.97222222222221,50.0,57.99999999999999,39.0,71.67630057803468,53.92156862745098,83.0,77.87234042553192,57.01754385964912,73.79310344827587,69.57671957671958,53.96825396825397,56.99999999999999,90.0,66.99507389162561,79.0,85.45454545454545,93.43434343434343,97.40932642487049,82.05128205128204,41.11111111111111,85.29411764705883,49.668874172185426,92.84403669724772,66.20370370370371,90.68627450980392,91.56118143459916,80.26905829596413,87.02290076335878,90.08264462809916,89.81481481481481,86.50306748466258,57.14285714285714,84.46601941747572,94.01709401709401,82.0,90.29374201787996,81.21387283236994,70.39106145251397,83.98692810457517,81.67202572347267,86.41975308641975,62.76595744680851,59.71316818774446,83.45588235294117,81.69934640522875,71.81818181818181,84.89795918367346,88.55721393034825,92.0,59.036144578313255,88.30409356725146
