	model_name	split_name	average_score	harness|hendrycksTest-abstract_algebra|5	harness|hendrycksTest-anatomy|5	harness|hendrycksTest-astronomy|5	harness|hendrycksTest-business_ethics|5	harness|hendrycksTest-clinical_knowledge|5	harness|hendrycksTest-college_biology|5	harness|hendrycksTest-college_chemistry|5	harness|hendrycksTest-college_computer_science|5	harness|hendrycksTest-college_mathematics|5	harness|hendrycksTest-college_medicine|5	harness|hendrycksTest-college_physics|5	harness|hendrycksTest-computer_security|5	harness|hendrycksTest-conceptual_physics|5	harness|hendrycksTest-econometrics|5	harness|hendrycksTest-electrical_engineering|5	harness|hendrycksTest-elementary_mathematics|5	harness|hendrycksTest-formal_logic|5	harness|hendrycksTest-global_facts|5	harness|hendrycksTest-high_school_biology|5	harness|hendrycksTest-high_school_chemistry|5	harness|hendrycksTest-high_school_computer_science|5	harness|hendrycksTest-high_school_european_history|5	harness|hendrycksTest-high_school_geography|5	harness|hendrycksTest-high_school_government_and_politics|5	harness|hendrycksTest-high_school_macroeconomics|5	harness|hendrycksTest-high_school_mathematics|5	harness|hendrycksTest-high_school_microeconomics|5	harness|hendrycksTest-high_school_physics|5	harness|hendrycksTest-high_school_psychology|5	harness|hendrycksTest-high_school_statistics|5	harness|hendrycksTest-high_school_us_history|5	harness|hendrycksTest-high_school_world_history|5	harness|hendrycksTest-human_aging|5	harness|hendrycksTest-human_sexuality|5	harness|hendrycksTest-international_law|5	harness|hendrycksTest-jurisprudence|5	harness|hendrycksTest-logical_fallacies|5	harness|hendrycksTest-machine_learning|5	harness|hendrycksTest-management|5	harness|hendrycksTest-marketing|5	harness|hendrycksTest-medical_genetics|5	harness|hendrycksTest-miscellaneous|5	harness|hendrycksTest-moral_disputes|5	harness|hendrycksTest-moral_scenarios|5	harness|hendrycksTest-nutrition|5	harness|hendrycksTest-philosophy|5	harness|hendrycksTest-prehistory|5	harness|hendrycksTest-professional_accounting|5	harness|hendrycksTest-professional_law|5	harness|hendrycksTest-professional_medicine|5	harness|hendrycksTest-professional_psychology|5	harness|hendrycksTest-public_relations|5	harness|hendrycksTest-security_studies|5	harness|hendrycksTest-sociology|5	harness|hendrycksTest-us_foreign_policy|5	harness|hendrycksTest-virology|5	harness|hendrycksTest-world_religions|5
13	details_SUSTech__SUS-Chat-72B	2023-12-30T08-38-52.255652	0.7669790566971727	0.42	0.725925925925926	0.868421052631579	0.8	0.8301886792452831	0.8958333333333334	0.54	0.61	0.44	0.7514450867052023	0.5588235294117647	0.82	0.7872340425531915	0.6052631578947368	0.8	0.671957671957672	0.5555555555555556	0.49	0.8870967741935484	0.6798029556650246	0.84	0.8545454545454545	0.9292929292929293	0.9792746113989638	0.8205128205128205	0.45185185185185184	0.8529411764705882	0.5629139072847682	0.9247706422018349	0.6481481481481481	0.9166666666666666	0.9029535864978903	0.8116591928251121	0.8854961832061069	0.8842975206611571	0.8796296296296297	0.852760736196319	0.6339285714285714	0.8543689320388349	0.9444444444444444	0.83	0.9233716475095786	0.8323699421965318	0.6022346368715084	0.8627450980392157	0.8263665594855305	0.8703703703703703	0.6524822695035462	0.6121251629726207	0.8345588235294118	0.8120915032679739	0.7909090909090909	0.8122448979591836	0.900497512437811	0.95	0.5602409638554217	0.8771929824561403
14	details_AA051611__whattest	2024-01-11T14-53-31.657383	0.7659297784846891	0.44	0.7037037037037037	0.8947368421052632	0.81	0.8415094339622642	0.9027777777777778	0.5	0.58	0.47	0.7456647398843931	0.5784313725490197	0.81	0.7829787234042553	0.5701754385964912	0.7586206896551724	0.6851851851851852	0.5952380952380952	0.58	0.9	0.6305418719211823	0.76	0.8606060606060606	0.9191919191919192	0.9740932642487047	0.7974358974358975	0.4111111111111111	0.8487394957983193	0.4900662251655629	0.9247706422018349	0.6435185185185185	0.9313725490196079	0.919831223628692	0.8116591928251121	0.9007633587786259	0.9008264462809917	0.8981481481481481	0.8650306748466258	0.5625	0.912621359223301	0.9188034188034188	0.87	0.9003831417624522	0.8092485549132948	0.7251396648044692	0.8366013071895425	0.819935691318328	0.8888888888888888	0.6276595744680851	0.6140808344198174	0.8786764705882353	0.815359477124183	0.7181818181818181	0.8408163265306122	0.8955223880597015	0.92	0.5662650602409639	0.9005847953216374
15	details_kyujinpy__PlatYi-34B-Llama-Q-v2	2023-12-15T00-53-56.888909	0.765921015749673	0.46	0.725925925925926	0.881578947368421	0.78	0.8	0.8888888888888888	0.53	0.65	0.42	0.7514450867052023	0.5196078431372549	0.8	0.7617021276595745	0.5701754385964912	0.8	0.6825396825396826	0.5793650793650794	0.51	0.8935483870967742	0.6502463054187192	0.82	0.8545454545454545	0.9040404040404041	0.9689119170984456	0.8128205128205128	0.42592592592592593	0.8445378151260504	0.5827814569536424	0.9137614678899083	0.6620370370370371	0.9264705882352942	0.9156118143459916	0.8026905829596412	0.8702290076335878	0.9008264462809917	0.8796296296296297	0.8834355828220859	0.5892857142857143	0.9223300970873787	0.9188034188034188	0.87	0.9054916985951469	0.8352601156069365	0.735195530726257	0.8594771241830066	0.8263665594855305	0.8672839506172839	0.6666666666666666	0.6003911342894394	0.8125	0.8120915032679739	0.7090909090909091	0.8489795918367347	0.8955223880597015	0.91	0.572289156626506	0.8771929824561403
16	details_jondurbin__bagel-dpo-34b-v0.2	2024-01-05T04-16-58.738953	0.7658207957503222	0.46	0.7407407407407407	0.875	0.78	0.8075471698113208	0.9027777777777778	0.52	0.63	0.39	0.7514450867052023	0.5588235294117647	0.8	0.774468085106383	0.5877192982456141	0.7310344827586207	0.7142857142857143	0.6190476190476191	0.59	0.9032258064516129	0.6354679802955665	0.8	0.8666666666666667	0.9242424242424242	0.9740932642487047	0.8179487179487179	0.4666666666666667	0.8235294117647058	0.5099337748344371	0.9174311926605505	0.6759259259259259	0.9117647058823529	0.9071729957805907	0.7937219730941704	0.8702290076335878	0.8925619834710744	0.8981481481481481	0.8650306748466258	0.5178571428571429	0.8737864077669902	0.9444444444444444	0.89	0.9054916985951469	0.8179190751445087	0.8067039106145252	0.8464052287581699	0.8038585209003215	0.8672839506172839	0.6276595744680851	0.5788787483702738	0.8308823529411765	0.815359477124183	0.7272727272727273	0.8367346938775511	0.8955223880597015	0.9	0.5843373493975904	0.8947368421052632
17	details_jondurbin__bagel-dpo-34b-v0.2	2024-01-05T04-10-08.473090	0.7657943121624654	0.46	0.7407407407407407	0.875	0.78	0.8037735849056604	0.9027777777777778	0.51	0.64	0.42	0.7630057803468208	0.5686274509803921	0.8	0.7787234042553192	0.5789473684210527	0.7379310344827587	0.7195767195767195	0.6190476190476191	0.56	0.9	0.6305418719211823	0.8	0.8606060606060606	0.9191919191919192	0.9740932642487047	0.8153846153846154	0.4666666666666667	0.8235294117647058	0.4966887417218543	0.9174311926605505	0.6666666666666666	0.9166666666666666	0.9113924050632911	0.7937219730941704	0.8702290076335878	0.8925619834710744	0.8981481481481481	0.8650306748466258	0.5267857142857143	0.8737864077669902	0.9444444444444444	0.89	0.9029374201787995	0.815028901734104	0.8022346368715084	0.8431372549019608	0.8070739549839229	0.8672839506172839	0.6347517730496454	0.575619295958279	0.8235294117647058	0.815359477124183	0.7363636363636363	0.8408163265306122	0.8955223880597015	0.9	0.5783132530120482	0.9005847953216374
18	details_jondurbin__bagel-34b-v0.2	2024-01-05T02-46-07.466495	0.7645144176882588	0.46	0.7407407407407407	0.868421052631579	0.76	0.8	0.8958333333333334	0.5	0.62	0.43	0.7514450867052023	0.5588235294117647	0.81	0.7914893617021277	0.5614035087719298	0.7655172413793103	0.7037037037037037	0.6031746031746031	0.6	0.8903225806451613	0.645320197044335	0.8	0.8606060606060606	0.9242424242424242	0.9637305699481865	0.8179487179487179	0.43333333333333335	0.8403361344537815	0.4900662251655629	0.9155963302752294	0.6620370370370371	0.9166666666666666	0.9071729957805907	0.8071748878923767	0.8778625954198473	0.8842975206611571	0.8888888888888888	0.8588957055214724	0.5803571428571429	0.8932038834951457	0.9401709401709402	0.88	0.9067688378033205	0.8265895953757225	0.8	0.8398692810457516	0.8038585209003215	0.8580246913580247	0.6276595744680851	0.5847457627118644	0.8051470588235294	0.8104575163398693	0.7090909090909091	0.8326530612244898	0.9104477611940298	0.89	0.5843373493975904	0.8888888888888888
19	details_jondurbin__nontoxic-bagel-34b-v0.2	2024-01-05T02-55-21.348986	0.7641209545027163	0.45	0.7407407407407407	0.8618421052631579	0.77	0.8113207547169812	0.8819444444444444	0.5	0.66	0.44	0.7572254335260116	0.5490196078431373	0.81	0.7702127659574468	0.6052631578947368	0.7241379310344828	0.7142857142857143	0.6031746031746031	0.56	0.9096774193548387	0.6305418719211823	0.81	0.8666666666666667	0.9191919191919192	0.9637305699481865	0.8102564102564103	0.45555555555555555	0.8319327731092437	0.4966887417218543	0.9137614678899083	0.6620370370370371	0.9166666666666666	0.9071729957805907	0.7982062780269058	0.8778625954198473	0.8925619834710744	0.9166666666666666	0.8711656441717791	0.5178571428571429	0.8737864077669902	0.9444444444444444	0.9	0.8991060025542784	0.8121387283236994	0.7899441340782123	0.8562091503267973	0.819935691318328	0.8611111111111112	0.6276595744680851	0.576271186440678	0.8125	0.8071895424836601	0.7363636363636363	0.8122448979591836	0.8855721393034826	0.89	0.5783132530120482	0.8947368421052632
20	details_SUSTech__SUS-Chat-34B	2023-12-04T18-27-20.173218	0.7640747504720898	0.43	0.725925925925926	0.8881578947368421	0.78	0.8	0.9166666666666666	0.53	0.66	0.47	0.7283236994219653	0.5294117647058824	0.81	0.7872340425531915	0.5614035087719298	0.7517241379310344	0.7116402116402116	0.6031746031746031	0.54	0.8935483870967742	0.6354679802955665	0.82	0.8666666666666667	0.9191919191919192	0.9689119170984456	0.8102564102564103	0.43333333333333335	0.8739495798319328	0.4966887417218543	0.9247706422018349	0.6574074074074074	0.9313725490196079	0.9156118143459916	0.7892376681614349	0.8473282442748091	0.8760330578512396	0.8888888888888888	0.8895705521472392	0.5714285714285714	0.9029126213592233	0.9273504273504274	0.85	0.9054916985951469	0.8208092485549133	0.6826815642458101	0.8431372549019608	0.8167202572347267	0.8611111111111112	0.6418439716312057	0.6160365058670143	0.8235294117647058	0.8169934640522876	0.7090909090909091	0.8326530612244898	0.8955223880597015	0.9	0.5783132530120482	0.8947368421052632
21	details_SUSTech__SUS-Chat-34B	2023-12-10T10-55-45.455909	0.7640747504720898	0.43	0.725925925925926	0.8881578947368421	0.78	0.8	0.9166666666666666	0.53	0.66	0.47	0.7283236994219653	0.5294117647058824	0.81	0.7872340425531915	0.5614035087719298	0.7517241379310344	0.7116402116402116	0.6031746031746031	0.54	0.8935483870967742	0.6354679802955665	0.82	0.8666666666666667	0.9191919191919192	0.9689119170984456	0.8102564102564103	0.43333333333333335	0.8739495798319328	0.4966887417218543	0.9247706422018349	0.6574074074074074	0.9313725490196079	0.9156118143459916	0.7892376681614349	0.8473282442748091	0.8760330578512396	0.8888888888888888	0.8895705521472392	0.5714285714285714	0.9029126213592233	0.9273504273504274	0.85	0.9054916985951469	0.8208092485549133	0.6826815642458101	0.8431372549019608	0.8167202572347267	0.8611111111111112	0.6418439716312057	0.6160365058670143	0.8235294117647058	0.8169934640522876	0.7090909090909091	0.8326530612244898	0.8955223880597015	0.9	0.5783132530120482	0.8947368421052632
22	details_01-ai__Yi-34B	2023-11-02T14-57-09.483407	0.7635156727391681	0.45	0.7481481481481481	0.9013157894736842	0.79	0.7924528301886793	0.8819444444444444	0.49	0.65	0.48	0.7109826589595376	0.5	0.82	0.7702127659574468	0.5526315789473685	0.8	0.656084656084656	0.5634920634920635	0.52	0.8806451612903226	0.645320197044335	0.82	0.8666666666666667	0.8939393939393939	0.9792746113989638	0.8	0.4444444444444444	0.8571428571428571	0.5165562913907285	0.9155963302752294	0.6388888888888888	0.9166666666666666	0.919831223628692	0.7937219730941704	0.8625954198473282	0.9090909090909091	0.8888888888888888	0.8834355828220859	0.5982142857142857	0.912621359223301	0.9316239316239316	0.87	0.9054916985951469	0.8294797687861272	0.6446927374301676	0.8627450980392157	0.8392282958199357	0.8827160493827161	0.6702127659574468	0.6049543676662321	0.8125	0.8186274509803921	0.7363636363636363	0.8448979591836735	0.8905472636815921	0.9	0.5783132530120482	0.8771929824561403
