Model,Rank,Rank-Before,Average,Average-Before,Boolean Expressions (× 0.0075),Causal Judgement (× 0.0099),Date Understanding (× 0.0079),Disambiguation QA (× 0.0090),Dyck Languages (× 0.0176),Formal Fallacies (× 1.0000),Geometric Shapes (× 0.0100),Hyperbaton (× 0.0090),Logical Deduction Three Objects (× 0.0075),Logical Deduction Five Objects (× 0.0100),Logical Deduction Seven Objects (× 0.0112),Movie Recommendation (× 0.0071),Multistep Arithmetic Two (× 0.0075),Navigate (× 0.0075),Object Counting (× 0.0070),Penguins In A Table (× 0.0080),Reasoning About Colored Objects (× 0.0069),Ruin Names (× 0.0074),Salient Translation Error Detection (× 0.0095),Snarks (× 0.0122),Sports Understanding (× 0.0064),Temporal Sequences (× 0.0057),Tracking Shuffled Objects Three Objects (× 0.0088),Tracking Shuffled Objects Five Objects (× 0.0073),Tracking Shuffled Objects Seven Objects (× 0.0077),Web Of Lies (× 0.0053),Word Sorting (× 0.0129)
LLaMA-2-13B,50.0,42.0,2.0844995037772076,45.614814814814814,0.5540526275448936,0.541095427676186,0.5747857654637369,0.36104069214704326,0.0493630881005331,46.8,0.0,0.4768021682668316,0.47618207015704356,0.4582751282647702,0.47210429837504336,0.4824949301414822,0.014939850281887566,0.5603765050579925,0.36763543088082773,0.36322842896557,0.4242783197655447,0.27939784810769724,0.20427047071637702,0.655265536081135,0.6220900474559613,0.1411044141687318,0.3126860910121639,0.1688603943611001,0.1753094763448065,0.50401697214273,0.24183062050453338
Vicuna-7B-v1.3,51.0,68.0,2.080784780782391,37.51111111111112,0.4851704089852582,0.5361312494406247,0.4617131558643133,0.4910153413199788,0.007051869728647586,48.4,0.0956607086159625,0.4695778929900614,0.3264392807994827,0.2974768376455526,0.2877588104381217,0.40586338241312914,0.011951880225510053,0.3344182368894471,0.29522239146490714,0.26438529453467374,0.23417959207838504,0.3323363877491557,0.17400817875839522,0.6212257679730242,0.555801763710654,0.1160697600420213,0.281066149224417,0.1543034638127294,0.08611693574832599,0.3276110318927745,0.1286333087790071
Baichuan2-13B-Chat,52.0,30.0,2.0645093011199966,49.9,0.5600423856805141,0.5569807980299823,0.5056858373752003,0.46574249286968583,0.05641495782918069,45.2,0.282996262988889,0.5309842328426079,0.482171781731346,0.3617961538932396,0.40915705859170426,0.47681851919864127,0.18525414349540584,0.536274289786681,0.4511889378991977,0.46207156339646627,0.4656041301323185,0.370569777490209,0.4463688063802313,0.7987188445367454,0.5838468068336686,0.23896715302769095,0.35835934026113164,0.19506286934816736,0.129175403622489,0.3948132948451385,0.23668528815337306
LLaMA-2-13B-Chinese-Chat,53.0,38.0,2.0572629081757903,47.25925925925925,0.5570475066127039,0.5569807980299823,0.5653630479971183,0.4043655752046884,0.07757056701512345,45.6,0.2750245372708922,0.4912507188203719,0.47618207015704356,0.41405559834448535,0.476600529788139,0.47965672467006165,0.02689173050739762,0.5483253974223368,0.35928008017899077,0.3961761404425354,0.43254348183889946,0.26469269820729213,0.34801635751679044,0.7513063103861622,0.6067927512070443,0.1570355577039112,0.2951194566856378,0.145569305483707,0.1384022181669525,0.5166173964462982,0.18523196464177025
Mistral-7B-v0.1,54.0,22.0,2.056323044346568,56.662962962962965,0.6139502089010983,0.47755394626100095,0.6030539178635929,0.483794527477038,0.07757056701512345,43.6,0.27901040012989065,0.6393483619941606,0.592981445855941,0.5507341453708202,0.47210429837504336,0.5534500669269943,0.227085724284691,0.5543509512401645,0.470684756203484,0.4516247280501114,0.4793794002545764,0.4852699467133689,0.4463688063802313,0.7780518424711066,0.6195404980811419,0.4187614872104298,0.397005935779489,0.21835395822556047,0.166082661800343,0.5250176793153437,0.33959193517657876
LLaMA-13B,55.0,67.0,2.0549451291930687,37.937037037037044,0.5151191996633605,0.5361312494406247,0.442867720931076,0.44769045826233367,0.014103739457295173,47.6,0.0,0.4840264435436018,0.36537240603244847,0.2974768376455526,0.17984925652382605,0.4370836425987545,0.005975940112755027,0.43986542870143497,0.32585867737164276,0.3471563745865625,0.31132110476302954,0.21469518854591474,0.10591802185293622,0.7379335443436902,0.48696393059052717,0.09558686121107637,0.3161994178774691,0.11936683049663972,0.110721774533562,0.3507118097826496,0.19552262934409081
Baichuan2-7B-Base,56.0,56.0,2.0406799320795024,41.82592592592593,0.5510577484770833,0.49343931661479723,0.5025449315529941,0.3104949952464572,0.08462243674377103,46.4,0.09964657147496093,0.5960027103335395,0.3593826944581461,0.3457163248313178,0.27876634761193037,0.5477736559841533,0.029879700563775133,0.4639676439727465,0.4233377688930744,0.3302807174886046,0.3967277795210288,0.20293106862559065,0.3328852115377996,0.6285200039961908,0.5812972574588492,0.09786273885895914,0.298632783550943,0.125189602715988,0.11379737938171651,0.3801127998243089,0.12348797642784683
Yulan-Chat-2-13B,57.0,33.0,2.0372242564775456,48.57407407407408,0.5690270228839448,0.5470524415588597,0.5339539897750561,0.4946257482414492,0.03525934864323793,44.8,0.23118004582190937,0.5093114070122974,0.5091254838157069,0.4783749145921724,0.44512690989646947,0.45127466995585686,0.03884361073290767,0.4850570823351441,0.4038419505887881,0.418677016573146,0.4270333737899963,0.2970440279881834,0.40097536844325854,0.8060130805599119,0.5481531155861955,0.29813997187264296,0.25647286116728046,0.14848069159338112,0.153780242407725,0.5124172550117755,0.20581329404641138
OpenLLaMA-3Bv2,58.0,91.0,2.0362727691877547,30.15925925925926,0.43725234390029444,0.5093246869685935,0.2763997123541468,0.2563388914244007,0.007051869728647586,48.8,0.0,0.577942022141614,0.23659360718494618,0.23315752139786552,0.193337950763113,0.2213800267707977,0.0029879700563775133,0.3494821214340168,0.20052841684408787,0.17036377641747974,0.13775270122257943,0.16175664890445632,0.13239752731617027,0.6345985340154964,0.4844143812157076,0.1615873129996767,0.2951194566856378,0.11063267216761731,0.098419355140944,0.27510926396124014,0.015435997053480853
TigerBot-7B-Base-V3,59.0,62.0,2.027976240015273,39.72592592592593,0.5450679903414629,0.5311670712050633,0.42088138017563254,0.4513008651838041,0.014103739457295173,46.4,0.13551933720594686,0.5923905726951544,0.46420264700843866,0.34169636756583743,0.29675127326431294,0.4995241629700051,0.00896391016913254,0.37659711361424225,0.36763543088082773,0.3029582250442918,0.3030559426896748,0.26763372818737313,0.31397127906406097,0.6491870060618296,0.47166663434161005,0.0546210635491865,0.3056594372815534,0.11645544438696559,0.1014949599890985,0.3045102540028994,0.11834264407668653
DeepSeek-7B-Chat,60.0,57.0,2.024775532600263,41.644444444444446,0.5061345624599298,0.1856602660099941,0.42402228599783875,0.5018465620843902,0.03525934864323793,46.0,0.2590810858348984,0.5707177468648439,0.44922836807268257,0.35777619662775917,0.29675127326431294,0.5335826286270509,0.059759401127550266,0.43986542870143497,0.39827171678756346,0.4291238519195008,0.3361165909830938,0.2999850579682644,0.37827864947477224,0.6893053041892461,0.20141440061074162,0.1706908235912078,0.3126860910121639,0.1543034638127294,0.1076461696854075,0.4788161235355935,0.09261598232088512
LLaMA-2-7B-Chat,61.0,74.0,2.0223307783588775,35.64814814814815,0.4911601671208786,0.207502650246464,0.44914953257548845,0.4910153413199788,0.04231121837188551,47.2,0.0,0.46596575535167634,0.4282643775626241,0.337676410300357,0.3237286617428869,0.40018697147028814,0.020915790394642593,0.11147274562981573,0.34813961257654147,0.3302807174886046,0.29479078061631997,0.3088081479085075,0.2799262006113315,0.6625597721043017,0.555801763710654,0.07737984002801421,0.24593288057136486,0.10480989994826903,0.1260997987743345,0.23730799105053538,0.06174398821392341
ChatGLM3-6B,62.0,46.0,2.0214142317383836,44.562962962962956,0.5031396833921197,0.541095427676186,0.44600862675328223,0.5379506312990945,0.05641495782918069,45.2,0.2590810858348984,0.6393483619941606,0.3833415407553558,0.3215965812384352,0.30124750467740863,0.4824949301414822,0.16732632315714074,0.4790315285173162,0.40105683368817574,0.418677016573146,0.39948283354548036,0.4235083171316674,0.3215368520535564,0.6491870060618296,0.545603566211376,0.1342767812250835,0.2634995148978909,0.1397465332643587,0.11379737938171651,0.3108104661546835,0.1389239734813277
Ziya-LLaMA-13B,63.0,58.0,2.0013777529166585,40.918518518518525,0.5420731112736528,0.5788231822664522,0.4774176849753443,0.4296384236549815,0.007051869728647586,45.6,0.03587276573098594,0.5201478199274526,0.4342540891369265,0.301496794911033,0.09891709108810434,0.3746431222275038,0.00896391016913254,0.4338398748836071,0.37320566468205246,0.3471563745865625,0.33887164500754546,0.26763372818737313,0.2912745600955746,0.7646790764286344,0.5965945537077663,0.09558686121107637,0.28457947608972217,0.11645544438696559,0.116872984229871,0.4725159113838094,0.1286333087790071
oppo-experiemental-7B,64.0,66.0,1.9964248536029434,38.007407407407406,0.5270987159346016,0.4993963304974708,0.45857225004210705,0.3935343544402772,0.05641495782918069,46.0,0.0956607086159625,0.5020871317355272,0.3833415407553558,0.36581611115872004,0.283262579025026,0.35193747845614,0.06274737118392779,0.45492931324600466,0.3314289111728675,0.34153115555390984,0.2286694840294819,0.17940282878494243,0.1550942462846566,0.6005587659073853,0.540504467461737,0.2344153977319254,0.25647286116728046,0.1397465332643587,0.0830413309001715,0.2646089103749332,0.11319731172552627
Vicuna-33B-v1.3,65.0,26.0,1.993677738350648,52.02222222222222,0.5690270228839448,0.6056297447384835,0.5967721062191804,0.5271194105346831,0.028207478914590346,42.8,0.3228548915788734,0.5960027103335395,0.5540483206229752,0.5105345727160159,0.40915705859170426,0.5477736559841533,0.0687233112966828,0.5061465206975416,0.4233377688930744,0.4564463443638136,0.4270333737899963,0.44997758695239665,0.4463688063802313,0.7926403145174399,0.5991441030825858,0.19344960007003553,0.3056594372815534,0.1834173249094708,0.1445534278632615,0.4977167599909459,0.2675572822603348
LLaMA-65B,66.0,20.0,1.9932157375100827,58.385185185185165,0.610955329833288,0.5470524415588597,0.662731128485511,0.693198128922323,0.11988178538700896,41.6,0.0,0.6790818760163966,0.592981445855941,0.4783749145921724,0.44063067848337384,0.6471108474838703,0.14043459264974312,0.5483253974223368,0.487395457607158,0.5287705890693475,0.4600940220834153,0.5205623064743412,0.38584422246426764,0.7719733124518011,0.62973869558042,0.4824860613511474,0.4426791850284567,0.30278415540611053,0.2429727830042055,0.5229176085980823,0.2778479469626554
LLaMA-30B,67.0,29.0,1.986464147654022,49.977777777777774,0.5869962972908063,0.5569807980299823,0.6030539178635929,0.5415610382205649,0.0493630881005331,43.2,0.0,0.6610211878244711,0.5001409164542533,0.42611547014092666,0.3507060502214608,0.598861354469722,0.023903760451020106,0.488069859244058,0.4985359252096073,0.4564463443638136,0.3967277795210288,0.4617417068727207,0.40854094143275405,0.7306393083205236,0.5991441030825858,0.19344960007003553,0.2599861880325857,0.16012623603207768,0.1445534278632615,0.5166173964462982,0.22124929109989222
Phi-1.5-1.3B,68.0,94.0,1.9742291658625524,29.56666666666667,0.4911601671208786,0.5520166197944211,0.14762257364369202,0.28161173987469373,0.0,47.2,0.0,0.46596575535167634,0.3114650018637266,0.2532573077252677,0.18884171935001737,0.19867438299943385,0.014939850281887566,0.37659711361424225,0.25066052105510983,0.24188441840406322,0.15979313341819215,0.1588156189243753,0.16265981927415205,0.5811074698456077,0.30849547435316116,0.1342767812250835,0.3021461104162482,0.11936683049663972,0.1199485890780255,0.252008486071365,0.030871994106961707
LLaMA-7B,69.0,83.0,1.972448821262709,33.474074074074075,0.49415504618868894,0.4140124648458158,0.3517814520870958,0.40797598212615893,0.028207478914590346,46.4,0.0,0.5237599575658377,0.3234444250123315,0.23315752139786552,0.15287186804525213,0.2894969580848893,0.0,0.33743101379836105,0.32585867737164276,0.22018714499240305,0.23831217311506245,0.16469767888453732,0.15887703277940435,0.560440467779969,0.5201080724631808,0.13655265887296625,0.3197127447427743,0.13392376104501041,0.1076461696854075,0.30031011256837664,0.11319731172552627
Vicuna-7B-v1.5-16k,70.0,50.0,1.9663351193489538,42.82962962962962,0.5510577484770833,0.5361312494406247,0.42088138017563254,0.46574249286968583,0.021155609185942757,44.0,0.30292557728388125,0.5237599575658377,0.45222322385983377,0.3818959402206418,0.4541193727226608,0.49100954655574364,0.011951880225510053,0.4519165363370907,0.34813961257654147,0.32465549845595193,0.33336153695864224,0.364687717530047,0.41610651442224944,0.6759325381467739,0.5736486093343907,0.08875922826742806,0.25647286116728046,0.11936683049663972,0.129175403622489,0.2982100418511152,0.09776131467204541
LingoWhale-8B,71.0,40.0,1.933836823418821,46.55185185185186,0.5420731112736528,0.47755394626100095,0.5433767072416749,0.38992394751880677,0.0493630881005331,42.4,0.12356174862895156,0.5707177468648439,0.4013106754782631,0.4462152564683288,0.40915705859170426,0.5562882723984148,0.08366316157857037,0.43685265179252103,0.3704205477814401,0.32465549845595193,0.41050304964328677,0.5029161265938551,0.3896270089590154,0.8947596188417725,0.5150089737135418,0.4415202636892575,0.2740394954938065,0.125189602715988,0.116872984229871,0.268809051809456,0.14921463818364825
Vicuna-13B-v1.3,72.0,47.0,1.925928829832546,43.5,0.482175529917448,0.6215151150922797,0.5370948955972624,0.5307298174561536,0.05641495782918069,42.8,0.16342037721893593,0.5345963704809931,0.37435697339390217,0.337676410300357,0.3147361989166956,0.4115397933559701,0.014939850281887566,0.45492931324600466,0.36485031398021545,0.3688536479982226,0.38570756342322243,0.2205772485060768,0.39719258194851087,0.7780518424711066,0.555801763710654,0.15248380240814566,0.3161994178774691,0.1397465332643587,0.09226814544463499,0.4347146384731046,0.1595053028859688
WizardLM-7B,73.0,79.0,1.8948197087559384,34.68888888888888,0.47319089271401726,0.49343931661479723,0.3517814520870958,0.5415610382205649,0.0,44.0,0.01594345143599375,0.4731900306284465,0.33841870394808754,0.2693371367871895,0.17085679369763473,0.33774645109903756,0.0029879700563775133,0.37057155979641443,0.3564949632783785,0.2145619259597504,0.19285378171161122,0.2117541585658337,0.1664426057688998,0.6151472379537186,0.565999961209932,0.10696624945049023,0.2916061298203326,0.14848069159338112,0.1076461696854075,0.28140947611302425,0.06174398821392341
Xwin-LM-7B-V0.1,74.0,69.0,1.877349819292627,37.08148148148149,0.46420625551058653,0.4884751383792359,0.45857225004210705,0.44769045826233367,0.021155609185942757,42.8,0.25110936011690155,0.5562691963113036,0.3683672618195997,0.3617961538932396,0.24279649630716518,0.27530593072778686,0.020915790394642593,0.4579420901549186,0.17546236473857688,0.26438529453467374,0.28101551049406204,0.24704651832680602,0.3177540655588087,0.7038937762355792,0.4410720418437759,0.08875922826742806,0.3197127447427743,0.14265791937403285,0.1199485890780255,0.2898097589820698,0.08232531761856456
MOSS-Moon-SFT,75.0,88.0,1.8342482932389141,32.26296296296296,0.5510577484770833,0.44578320555340833,0.29524514728738405,0.3393782506182207,0.028207478914590346,42.8,0.17936382865492967,0.5093114070122974,0.3234444250123315,0.2090377778049829,0.20682664500239994,0.20435079394227482,0.005975940112755027,0.42178876724795134,0.35092472947715375,0.26438529453467374,0.24519980817619141,0.12352325916340301,0.23074997617961104,0.5944802358880799,0.3569369124747319,0.13655265887296625,0.24944620743667006,0.10772128605794318,0.09226814544463499,0.23730799105053538,0.015435997053480853
Qwen-7B-Chat,76.0,39.0,1.8194397404648754,46.93703703703704,0.5810065391551857,0.5738590040308909,0.49940402573078785,0.47657371363409706,0.028207478914590346,39.2,0.15146278864194063,0.6682454631012412,0.40730038705256555,0.38591589748612226,0.36419474446074773,0.49100954655574364,0.16732632315714074,0.4458909825192629,0.42055265199246206,0.38010408606352786,0.4242783197655447,0.3176312378487506,0.3517991440115382,0.8193858466023842,0.5328558193372783,0.26172592950651863,0.28809280295502737,0.16303762214175183,0.1014949599890985,0.4074137191487067,0.21610395874873195
GoGPT,77.0,82.0,1.8169405559829959,34.08518518518518,0.5091294415277401,0.5093246869685935,0.4051768510646015,0.3718719129114546,0.0,42.0,0.051816217166979685,0.4695778929900614,0.3414135597352388,0.2291375641323851,0.14837563663215647,0.2951733690277303,0.0,0.43685265179252103,0.3091479759679688,0.2860825679463339,0.21764926793167552,0.17940282878494243,0.13618031381091802,0.5811074698456077,0.4971621280898052,0.11151800474625578,0.28457947608972217,0.13392376104501041,0.110721774533562,0.28770968826480836,0.15435997053480854
Qwen-14B-Chat,78.0,21.0,1.8040806493431842,58.03703703703703,0.6229348461045291,0.5788231822664522,0.5779266712859431,0.6390420251002665,0.028207478914590346,36.4,0.4583742287848203,0.6935304265699368,0.6049608690045458,0.4220955128754462,0.40915705859170426,0.5534500669269943,0.3107488858632614,0.58146594342039,0.512461509712669,0.49501927487343167,0.509684994523544,0.44997758695239665,0.4690655253487176,0.8400528486680229,0.5838468068336686,0.3846233224921882,0.4040325895100994,0.20379702767718977,0.16300705695218848,0.5103171842945141,0.3035746087184568
InternLM-Chat-7B,79.0,87.0,1.7485961267445225,32.522222222222226,0.4492318601715354,0.4189766430813771,0.2701179007097343,0.3935343544402772,0.007051869728647586,40.4,0.11957588576995312,0.41178369077590005,0.35339298288384363,0.2612972222562286,0.23380403348097387,0.3122026018562532,0.050795490958417726,0.4127504365212095,0.2868670407630702,0.2860825679463339,0.2231593759805787,0.12352325916340301,0.2572294816428451,0.655265536081135,0.4257747455948588,0.09786273885895914,0.28809280295502737,0.145569305483707,0.1076461696854075,0.22050742531244438,0.0
TigerBot-7B-Base-V2,80.0,95.0,1.7325770144289112,28.42962962962963,0.37136500440846926,0.4676255897898782,0.20415887844340383,0.4224176098120406,0.014103739457295173,40.8,0.1594345143599375,0.3937230025839746,0.2815164439922144,0.18491803421210024,0.1663605622845391,0.1504248899852856,0.0,0.3796098905231562,0.22280935204898653,0.181614214482785,0.1267324851247731,0.09999501932275481,0.17779096525314297,0.6698540081274683,0.3441891656006344,0.15475968005602841,0.2670128417631961,0.125189602715988,0.110721774533562,0.24150813248505812,0.06174398821392341
TigerBot-13B-Chat-V1,81.0,48.0,1.720330652902923,43.36666666666667,0.3593854881372283,0.5569807980299823,0.5370948955972624,0.35381987830410244,0.03525934864323793,37.2,0.2471234972579031,0.6465726372709306,0.455218079646985,0.4462152564683288,0.42264575283099126,0.45695108089869785,0.029879700563775133,0.4790315285173162,0.44004847029674843,0.3519779909002647,0.3636671312276097,0.2852799080678593,0.3215368520535564,0.6832267741699405,0.5303062699624589,0.12517327063355238,0.25647286116728046,0.12227821660631387,0.15685584725587948,0.3801127998243089,0.20581329404641138
AquilaChat2-34B,82.0,71.0,1.7093427899008549,36.94444444444444,0.47918065084963773,0.5361312494406247,0.36748598119812687,0.4043655752046884,0.0,38.4,0.37467110874585313,0.5454327833961482,0.37735182918105337,0.24119743592882642,0.22031533924168692,0.31787901279909414,0.07469925140943784,0.5031337437886276,0.4344782364955237,0.3029582250442918,0.3361165909830938,0.17057973884469937,0.24209833566385425,0.5324792296911636,0.14022521561507326,0.1570355577039112,0.281066149224417,0.15139207770305527,0.0953437502927895,0.38431294125883164,0.08232531761856456
TigerBot-13B-Chat-V3,83.0,59.0,1.6845327501939669,40.459259259259255,0.005989758135620472,0.5837873605020135,0.38633141613136424,0.5162881897702719,0.014103739457295173,36.8,0.30292557728388125,0.6176755361638501,0.47019235858274105,0.32561653850391564,0.3192324303297912,0.4484364644844364,0.029879700563775133,0.488069859244058,0.30357774216674416,0.4403742899848061,0.3361165909830938,0.24998754830688702,0.38584422246426764,0.6759325381467739,0.38243240622292707,0.18662196712638718,0.3688993208570473,0.1834173249094708,0.1445534278632615,0.33601131476182,0.18008663229060995
MPT-Instruct-7B,84.0,97.0,1.683357033880937,25.58518518518518,0.4761857717818275,0.1330399767130439,0.2983860531095902,0.292442960639105,0.0,40.0,0.12754761148795,0.45151720479813595,0.3503981270966924,0.33365645303487657,0.17984925652382605,0.27530593072778686,0.0,0.015063884544569691,0.036206519707960315,0.27001051356732636,0.2286694840294819,0.17646179880486143,0.2874917736008269,0.6005587659073853,0.2575044868567709,0.12289739298566964,0.28457947608972217,0.13392376104501041,0.11379737938171651,0.0,0.005145332351160285
LLaMA-2-13B-Chat,85.0,60.0,1.6346010891902605,40.15555555555556,0.3983189160187614,0.31870024272303804,0.5496585188860873,0.4332488305764519,0.09167430647241863,35.6,0.0,0.5273720952042228,0.5630328879844289,0.502494658185055,0.47210429837504336,0.45411287542727735,0.005975940112755027,0.01807666145348363,0.01949581830428632,0.4403742899848061,0.43529853586335104,0.2970440279881834,0.3593647170010336,0.8813868527993004,0.5838468068336686,0.11151800474625578,0.298632783550943,0.1543034638127294,0.14147782301510697,0.4767160528183321,0.0
Claude-1,86.0,9.0,1.5960626510089553,67.28888888888889,0.3024827858488338,0.5788231822664522,0.6501675051966861,0.6787565012364414,0.4231121837188552,28.4,0.5221480345287953,0.8307916568285703,0.6948065426190824,0.6994725641935965,0.6159837035941041,0.5449354505127328,0.3615443768216791,0.6296703739630131,0.3091479759679688,0.7320820769637926,0.6116219934282527,0.5735008461157997,0.6468564906018606,0.970133391081161,0.2600540362315904,0.5484865131397478,0.6780720850039059,0.6492391024573332,0.6551038326569085,0.5061170428599914,0.02058132940464114
TigerBot-7B-SFT-V1,87.0,98.0,1.5400402631854575,24.611111111111114,0.29649302771321334,0.5093246869685935,0.20415887844340383,0.35743028522557285,0.021155609185942757,36.4,0.05580208002597812,0.4731900306284465,0.20365019352628277,0.1326585897608545,0.09442085967500868,0.1901597665851724,0.0,0.29223936016465196,0.2116688844465372,0.24750963743671583,0.15428302536928898,0.13234634910364607,0.12104916783192712,0.5738132338224411,0.17336935748772694,0.11151800474625578,0.21079961191831273,0.08151881107087591,0.06151209696309,0.22470756674696712,0.04630799116044256
TigerBot-7B-Base-V1,88.0,100.0,1.306248944987581,23.085185185185193,0.3354264555947464,0.15388952530240155,0.1633271027547231,0.29605336756057543,0.0,30.4,0.03587276573098594,0.5093114070122974,0.06588682731732678,0.1406985042918154,0.06294723978333912,0.2554384924278435,0.0,0.31031602161813565,0.2645861055581715,0.15991694107112484,0.12122237707586991,0.17352076882478043,0.10970080834768395,0.655265536081135,0.3492882643502734,0.15475968005602841,0.3091727641468587,0.125189602715988,0.1014949599890985,0.0,0.015435997053480853
AquilaChat2-7B-16K,89.0,102.0,1.3041593042148014,22.566666666666666,0.22761080915357793,0.45174021943608195,0.1758907260435479,0.1877411599164625,0.0,30.4,0.05978794288497656,0.37566231439204917,0.21862447246203884,0.13667854702633497,0.14837563663215647,0.22705643771363868,0.0,0.2982649139824799,0.08912374081959462,0.15429172203847222,0.1019369989047088,0.14411046902397018,0.19670489772688157,0.5665189977992745,0.3263423199768978,0.11834563768990408,0.2670128417631961,0.12227821660631387,0.116872984229871,0.0756025458214095,0.025726661755801423
TigerBot-7B-Chat-V3,90.0,92.0,1.2484170603161067,29.918518518518514,0.27852375330635193,0.5361312494406247,0.3360769229760648,0.33215743677527976,0.0,27.2,0.063773805743975,0.5237599575658377,0.23659360718494618,0.24521739319430683,0.20233041358930431,0.45411287542727735,0.0,0.4669804208816604,0.1420409619312289,0.3302807174886046,0.2644851863473525,0.22645930846623885,0.2572294816428451,0.5531462317568023,0.3467387149754539,0.08420747297166252,0.3232260716080795,0.12810098882566215,0.08611693574832599,0.002100070717261375,0.08747064996972484
AquilaChat2-7B,91.0,90.0,1.2354438256356228,30.792592592592587,0.47918065084963773,0.5996727308558099,0.23556793666546597,0.3718719129114546,0.007051869728647586,26.8,0.08768898289796563,0.46235361771329125,0.26953702084360953,0.1969779060085416,0.18434548793692168,0.2980115744991508,0.0029879700563775133,0.4278143210657792,0.2729414562600085,0.2258123640250557,0.0991819448802572,0.10881810926299788,0.1513114597899089,0.6285200039961908,0.43852249246895636,0.15020792476026287,0.3021461104162482,0.1310123749353363,0.09226814544463499,0.24570827391958086,0.08747064996972484
TigerBot-13B-Chat-V2,92.0,55.0,1.195588235932001,42.32962962962962,0.5480628694092732,0.4884751383792359,0.38319051030915796,0.3790927267543954,0.014103739457295173,23.2,0.2710386744118937,0.6285119490790052,0.482171781731346,0.3818959402206418,0.33721735598217384,0.4711421082558003,0.041831580789285186,0.488069859244058,0.27851169006123316,0.42349863288684825,0.33060648293419065,0.2999850579682644,0.39719258194851087,0.6832267741699405,0.3365405174761758,0.19344960007003553,0.2951194566856378,0.17468316658044838,0.1445534278632615,0.43891477990762734,0.16979596758828938
AquilaChat2-34B-16K,93.0,93.0,1.1681104068437196,29.637037037037043,0.4342574648324842,0.01588537035379629,0.2575542774209094,0.40797598212615893,0.0,25.2,0.3946004230408453,0.44429292952136584,0.3563878386709949,0.33365645303487657,0.283262579025026,0.20435079394227482,0.00896391016913254,0.4519165363370907,0.2812968069618455,0.2748321298810287,0.19009872768715963,0.1852848887451045,0.09456966236869306,0.6418927700386629,0.1478738637395318,0.13655265887296625,0.2670128417631961,0.1397465332643587,0.104570564837253,0.2667089810921946,0.015435997053480853
XVERSE-13B-Chat,94.0,61.0,1.1620674125269312,39.9962962962963,0.5061345624599298,0.4884751383792359,0.4962631199085817,0.36104069214704326,0.0493630881005331,22.8,0.14349106292394376,0.5093114070122974,0.3234444250123315,0.3296364957693961,0.30574373609050426,0.4853331356129027,0.04780752090204021,0.47601875160840224,0.37599078158266475,0.42349863288684825,0.38295250939877085,0.20587209860567168,0.37071307648527685,0.7780518424711066,0.3875315049725661,0.12972502592931795,0.2670128417631961,0.14265791937403285,0.110721774533562,0.38641301197609296,0.09261598232088512
RWKV-5-3B,95.0,99.0,1.1358851270479249,24.414814814814818,0.29349814864540313,0.48351096014367456,0.15390438528810443,0.2563388914244007,0.0,25.6,0.019929314294992187,0.46596575535167634,0.23659360718494618,0.02813970085836308,0.03596985130476521,0.1901597665851724,0.00896391016913254,0.31031602161813565,0.21723911824776185,0.13741606494051434,0.10469205292916037,0.16175664890445632,0.13996310030566575,0.5324792296911636,0.32124322122725874,0.12062151533778685,0.2775528223591118,0.15721484992240356,0.1199485890780255,0.2646089103749332,0.030871994106961707
Qwen-1.8B-Chat,96.0,96.0,1.000759993861144,27.43333333333333,0.3474059718659874,0.48351096014367456,0.15390438528810443,0.27078051911028245,0.0,21.2,0.09167484575696405,0.494862856458757,0.24857303033355105,0.1808980769466198,0.12589447956667824,0.2412474650707411,0.0029879700563775133,0.4428782056103489,0.2367349365520482,0.15991694107112484,0.1267324851247731,0.1823438587650235,0.2156188302006202,0.560440467779969,0.36713510997401,0.1320009035772007,0.3021461104162482,0.0960757416192466,0.079965726052017,0.25620862750588774,0.02058132940464114
ChatGLM2-6B,97.0,86.0,0.9893868880210951,32.666666666666664,0.44623698110372517,0.5202458790868284,0.28268152399855917,0.5054569690058606,0.007051869728647586,19.6,0.0956607086159625,0.5671056092264588,0.382592826808568,0.2612972222562286,0.25628519054645216,0.2696295197849459,0.04780752090204021,0.4006993288855538,0.2645861055581715,0.23706280209036096,0.1515279713448374,0.1352873790837271,0.26479505463234054,0.7306393083205236,0.3798828568481076,0.12119048474975755,0.2775528223591118,0.1310123749353363,0.0830413309001715,0.24780834463684226,0.04630799116044256
XVERSE-7B,98.0,89.0,0.8676737630196661,31.01851851851852,0.44024722296810465,0.4189766430813771,0.4397268151088698,0.21301400836675555,0.021155609185942757,16.8,0.01594345143599375,0.4876385811819869,0.25456274190785344,0.200997863274022,0.14387940521906084,0.22705643771363868,0.005975940112755027,0.4428782056103489,0.21723911824776185,0.3688536479982226,0.21213915988277235,0.2352823984064819,0.20427047071637702,0.6151472379537186,0.42322519622003935,0.1342767812250835,0.2951194566856378,0.10772128605794318,0.110721774533562,0.26250883965767186,0.1286333087790071
