Model,Rank,Rank-Before,Average,Average-Before,Average-0 (× 0.0017),Average-1 (× 0.0017),Average-2 (× 0.0017),Average-3 (× 0.0017),Average-4 (× 0.0017),Average-5 (× 0.0017),Average-6 (× 0.0017),Average-7 (× 0.0017),Average-8 (× 0.0017),Average-9 (× 0.0017),Average-10 (× 0.0017),Average-11 (× 0.0017),Average-12 (× 0.0017),Average-13 (× 0.0017),Average-14 (× 0.0017),Average-15 (× 0.0017),Average-16 (× 0.0017),Average-17 (× 0.0017),Average-18 (× 0.0017),Average-19 (× 0.0017),Average-20 (× 0.0017),Average-21 (× 0.0017),Average-22 (× 0.0017),Average-23 (× 0.0017),Average-24 (× 0.0017),Average-25 (× 0.0017),Average-26 (× 0.0017),Average-27 (× 0.0017),Average-28 (× 0.0017),Average-29 (× 0.0017),Average-30 (× 0.0017),Average-31 (× 0.0017),Average-32 (× 0.0017),Average-33 (× 0.0017),Average-34 (× 0.0017),Average-35 (× 0.0017),Average-36 (× 0.0017),Average-37 (× 0.0017),Average-38 (× 0.0017),Average-39 (× 0.0017),Average-40 (× 0.0017),Average-41 (× 0.0017),Average-42 (× 0.0017),Average-43 (× 0.0017),Average-44 (× 0.0017),Average-45 (× 0.0017),Average-46 (× 0.0017),Average-47 (× 0.0017),Average-48 (× 0.0017),Average-49 (× 0.0017),Average-50 (× 0.0017),Average-51 (× 0.0017),Average-52 (× 0.0017),Average-53 (× 0.0017),Average-54 (× 0.0017),Average-55 (× 0.0017),Classification Average-0 (× 0.0020),Classification Average-1 (× 0.0020),Classification Average-2 (× 0.0020),Classification Average-3 (× 0.0020),Classification Average-4 (× 0.0020),Classification Average-5 (× 0.0020),Classification Average-6 (× 0.0020),Classification Average-7 (× 0.0020),Classification Average-8 (× 0.0020),Classification Average-9 (× 0.0020),Classification Average-10 (× 0.0020),Classification Average-11 (× 0.0020),Clustering Average-0 (× 0.0018),Clustering Average-1 (× 0.0018),Clustering Average-2 (× 0.0018),Clustering Average-3 (× 0.0018),Clustering Average-4 (× 0.0018),Clustering Average-5 (× 0.0018),Clustering Average-6 (× 0.0018),Clustering Average-7 (× 0.0018),Clustering Average-8 (× 0.0018),Clustering Average-9 (× 0.0018),Clustering Average-10 (× 0.0018),Pair Classification Average-0 (× 0.0020),Pair Classification Average-1 (× 0.0020),Pair Classification Average-2 (× 0.0020),Reranking Average-0 (× 0.0027),Reranking Average-1 (× 0.0027),Reranking Average-2 (× 0.0027),Reranking Average-3 (× 0.0027),Retrieval Average-0 (× 0.0010),Retrieval Average-1 (× 0.0010),Retrieval Average-2 (× 0.0010),Retrieval Average-3 (× 0.0010),Retrieval Average-4 (× 0.0010),Retrieval Average-5 (× 0.0010),Retrieval Average-6 (× 0.0010),Retrieval Average-7 (× 0.0010),Retrieval Average-8 (× 0.0010),Retrieval Average-9 (× 0.0010),Retrieval Average-10 (× 0.0010),Retrieval Average-11 (× 0.0010),Retrieval Average-12 (× 0.0010),Retrieval Average-13 (× 0.0010),Retrieval Average-14 (× 0.0010),STS Average-0 (× 0.0020),STS Average-1 (× 0.0020),STS Average-2 (× 0.0020),STS Average-3 (× 0.0020),STS Average-4 (× 0.0020),STS Average-5 (× 0.0020),STS Average-6 (× 0.0020),STS Average-7 (× 0.0020),STS Average-8 (× 0.0020),STS Average-9 (× 0.0020),Summarization Average-0 (× 1.0000)
udever-bloom-560m,21.0,63.0,0.38360618900718674,55.80705357142856,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.09397101713023123,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.13705933434544096,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.06716468318472808,0.16012669370660645,0.16012669370660645,0.16012669370660645,0.14344300022181938,0.14344300022181938,0.14344300022181938,0.14344300022181938,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.04027055485415309,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,0.159978227751527,32.06
e5-large,22.0,26.0,0.38302374886478796,61.42133928571429,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.10341694807630895,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.14733274124082232,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.07888982711830489,0.169787637966018,0.169787637966018,0.169787637966018,0.15416031943991348,0.15416031943991348,0.15416031943991348,0.15416031943991348,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.048874120834161525,0.1642413783221607,0.1642413783221607,0.1642413783221607,0.1642413783221607,0.1642413783221607,0.1642413783221607,0.1642413783221607,0.1642413783221607,0.1642413783221607,0.1642413783221607,30.97
SGPT-5.8B-weightedmean-msmarco-specb-bitfit,23.0,40.0,0.3828072993095704,58.92705357142862,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.09922436910024238,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.1372406297612418,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.07344601029200139,0.16200356426825083,0.16200356426825083,0.16200356426825083,0.15424213103699816,0.15424213103699816,0.15424213103699816,0.15424213103699816,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.04912831710175268,0.15631552092323606,0.15631552092323606,0.15631552092323606,0.15631552092323606,0.15631552092323606,0.15631552092323606,0.15631552092323606,0.15631552092323606,0.15631552092323606,0.15631552092323606,31.46
e5-small,24.0,41.0,0.3826615528939801,58.8908035714286,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.09915701843396017,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.14437158278274181,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.07193485043720808,0.16808857619442416,0.16808857619442416,0.16808857619442416,0.14848804870870846,0.14848804870870846,0.14848804870870846,0.14848804870870846,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.04498296258411225,0.16185961814420105,0.16185961814420105,0.16185961814420105,0.16185961814420105,0.16185961814420105,0.16185961814420105,0.16185961814420105,0.16185961814420105,0.16185961814420105,0.16185961814420105,31.39
e5-small-v2,25.0,33.0,0.38210756549390484,59.93241071428571,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.10090813575729722,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.14692986253904267,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.0726813269919855,0.16727855837308292,0.16727855837308292,0.16727855837308292,0.14813353178800814,0.14813353178800814,0.14813353178800814,0.14813353178800814,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.04794532677950152,0.16089890815645258,0.16089890815645258,0.16089890815645258,0.16089890815645258,0.16089890815645258,0.16089890815645258,0.16089890815645258,0.16089890815645258,0.16089890815645258,0.16089890815645258,31.16
e5-base,26.0,30.0,0.38174286076255004,60.440535714285716,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.10176685675239519,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.1463054005512842,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.07666860419921115,0.16810833272665202,0.16810833272665202,0.16810833272665202,0.15189686525390378,0.15189686525390378,0.15189686525390378,0.15189686525390378,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.04766180017334215,0.16203975126690384,0.16203975126690384,0.16203975126690384,0.16203975126690384,0.16203975126690384,0.16203975126690384,0.16203975126690384,0.16203975126690384,0.16203975126690384,0.16203975126690384,31.01
udever-bloom-7b1,27.0,29.0,0.3816857547355256,60.63178571428583,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.10208677241723563,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.14529820379683503,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.07430172731820962,0.1687207852257149,0.1687207852257149,0.1687207852257149,0.15246954643349658,0.15246954643349658,0.15246954643349658,0.15246954643349658,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.04823863016518363,0.16614278350624617,0.16614278350624617,0.16614278350624617,0.16614278350624617,0.16614278350624617,0.16614278350624617,0.16614278350624617,0.16614278350624617,0.16614278350624617,0.16614278350624617,30.97
Cohere-embed-english-v3.0,28.0,7.0,0.3808890223076734,64.47205357142855,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.10855243638032624,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.15408095949563166,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.08635459266607896,0.16959007264373965,0.16959007264373965,0.16959007264373965,0.15819635822942474,0.15819635822942474,0.15819635822942474,0.15819635822942474,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.053772287375052685,0.16536220664120058,0.16536220664120058,0.16536220664120058,0.16536220664120058,0.16536220664120058,0.16536220664120058,0.16536220664120058,0.16536220664120058,0.16536220664120058,0.16536220664120058,30.18
text-embedding-ada-002,29.0,28.0,0.38075876021793525,60.98839285714279,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.10269292841377536,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.14288093158615708,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.08356896064459254,0.16771320208209528,0.16771320208209528,0.16771320208209528,0.15358763826032065,0.15358763826032065,0.15358763826032065,0.15358763826032065,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.048150639149478994,0.1620597660583153,0.1620597660583153,0.1620597660583153,0.1620597660583153,0.1620597660583153,0.1620597660583153,0.1620597660583153,0.1620597660583153,0.1620597660583153,0.1620597660583153,30.8
udever-bloom-1b1,30.0,44.0,0.37907032317663886,58.288303571428614,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.09814675843972727,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.14134999251939434,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.07120658062766916,0.16419653934554057,0.16419653934554057,0.16419653934554057,0.1480244496585619,0.1480244496585619,0.1480244496585619,0.1480244496585619,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.04425948089942973,0.1631605795859437,0.1631605795859437,0.1631605795859437,0.1631605795859437,0.1631605795859437,0.1631605795859437,0.1631605795859437,0.1631605795859437,0.1631605795859437,0.1631605795859437,31.1
text-embedding-3-large,31.0,5.0,0.37873090912931423,64.59080357142851,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.10875448837917283,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.15198599024637743,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.08923125841375774,0.16935299425700562,0.16935299425700562,0.16935299425700562,0.16133246945100443,0.16133246945100443,0.16133246945100443,0.16133246945100443,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.0542024656740531,0.16358089020558367,0.16358089020558367,0.16358089020558367,0.16358089020558367,0.16358089020558367,0.16358089020558367,0.16358089020558367,0.16358089020558367,0.16358089020558367,0.16358089020558367,29.92
